x_pos,y_pos
2,5
-3.6927641179906194,6.895372442798113
-5.840528363418428,1.2929525418926193
-10.061820054294486,5.556835333497091
-15.443751873803322,2.9045137296642682
-19.000125114142918,-1.9278986467163364
-24.552045019466128,-4.203021800498547
-30.151063631373002,-6.35963733960616
-35.972397605645384,-7.812933854424161
-41.81515693368235,-6.448322761607984
-41.710029139637186,-0.44924382006044006
-40.85760783931294,-6.388383313855272
-40.75842164280078,-12.387563432706635
-36.707938382801046,-16.814027637968202
-36.65602994694207,-22.8138030932904
-37.930699123391406,-28.676841425981905
-43.89415163224076,-28.015604573788668
-49.784408743927806,-29.15791414576122
-55.76850316455376,-29.594507738285483
-60.13033852522519,-33.71450680216843
-57.06133946481893,-38.87020702301385
-52.67710886031044,-42.9663664445319
-49.8857179719278,-48.27749974245
-52.06642677751037,-53.86717854406773
-52.519374565927535,-59.850057307753985
-52.10996469057522,-65.83607297378461
-48.106676284628584,-70.30526551146
-43.0189509633841,-73.48568231678091
-42.38250125728758,-79.45183113922991
-42.06150947614634,-85.44323867639844
-41.92581909575206,-91.44170415689163
-42.15738250209362,-97.43723402412134
-47.72307620248614,-99.67845102240844
-50.844378428832485,-104.80265558622176
-52.77424874273278,-110.48381748952345
-53.47247989034927,-116.44305177460556
-48.74054764569381,-120.13206481768226
-51.53053170811514,-125.44393726828149
-53.18490953127092,-131.21134864759634
-56.9488204890727,-135.88392548503194
-61.715985913067584,-139.52729395668942
-67.31843442385541,-141.67498357206014
-71.3270648213069,-146.1393852493992
-77.07189541984866,-147.8705471118657
-82.7591164325531,-149.78248778894044
-87.37465150714804,-153.61613304837485
-87.2981196388095,-159.61564493461432
-81.39862306019258,-158.5220544633284
-75.9384953563717,-156.03468527923695
-69.95484593950307,-155.59203456365208
-64.01794200230866,-156.45988918311636
-58.11056442567075,-155.4097034057247
-54.08319475806568,-159.85720760026513
-48.997499603851615,-163.04086976802157
-43.02195817559394,-163.58207641910428
-43.97687683121473,-169.505599894296
-49.871979763941845,-168.38856748091126
-43.878581206297824,-168.10718921375008
-38.18389534948857,-169.99677990812194
-32.566602165299706,-172.10533801328893
-27.5119818248231,-175.33810976731675
-21.888994099459893,-177.43143464425648
-21.18487775841347,-171.47289286138113
-22.842876377892235,-177.2392643875496
-19.331536874332045,-182.10449766980213
-18.788788548216235,-188.07989926756093
-16.121346481422545,-182.70544554459528
-20.357400677442612,-178.45622857574315
-26.319167171571433,-177.77995919932354
-29.693927415356388,-172.81901238475592
-27.588259975589946,-167.20063498259546
-25.25719855646925,-161.67196853757574
-19.985152736287535,-158.80743840683797
-14.548139604718001,-156.26994196208372
-15.908851520201326,-150.42627332987487
-14.315441101105135,-144.64172120924223
-11.501299322013697,-139.34260750531286
-8.352095828616015,-134.23550290904973
-3.641195207264209,-130.519669848248
-0.14581113875693763,-125.64296089510904
5.081688368676731,-128.58799890840882
11.060532655890437,-129.09140827388788
15.779759511556538,-125.38615553152874
19.247507154574738,-120.48975621321924
22.11085759721368,-115.21706958848614
25.215511871881418,-110.08276127725401
22.219539602910245,-115.28123703112223
18.82740455964505,-120.23031975908832
15.915048136774622,-114.98454240333203
11.214430427309857,-111.25570972413252
5.333127316936975,-112.44325918580486
-0.6427564248339124,-112.98067290431082
-6.607565720586428,-112.33178919723812
-12.532936206271891,-113.27517915232968
