x,y
0.0,0.0
4.733554028654286,-3.686931821692771
9.467108057308572,-7.373863643385542
14.200662085962858,-11.060795465078314
17.076092317518707,-16.32690417867839
19.951522549074557,-21.593012892278466
16.16134638826729,-26.244309987718434
10.64780606562194,-28.610926372045178
5.134265742976591,-30.977542756371925
-0.379274579668758,-33.34415914069867
-5.892814902314107,-35.71077552502542
-11.406355224959457,-38.077391909352166
-14.864393585976012,-33.174130678932364
-18.322431946992566,-28.270869448512563
-23.63269290236413,-25.477819397787325
-28.942953857735695,-22.684769347062087
-34.25321481310726,-19.89171929633685
-39.563475768478824,-17.09866924561161
-44.873736723850385,-14.305619194886372
-50.183997679221946,-11.512569144161134
-55.49425863459351,-8.719519093435895
-60.80451958996507,-5.926469042710657
-66.11478054533663,-3.1334189919854194
-71.42504150070819,-0.3403689412601816
-76.73530245607975,2.4526811094650562
-82.04556341145131,5.245731160190294
-87.68904753791557,7.28315279410554
-93.33253166437983,9.320574428020786
-98.8378299548334,11.706300886173315
-104.34312824528696,14.092027344325844
-109.84842653574053,16.477753802478375
-115.3537248261941,18.863480260630904
-120.85902311664766,21.249206718783434
-126.36432140710123,23.634933176935963
-131.86961969755478,26.020659635088492
-137.37491798800835,28.40638609324102
-142.88021627846192,30.79211255139355
-148.38551456891548,33.17783900954608
-147.65307349865753,39.13296537920435
-142.94988003617812,42.85854872339233
-138.2466865736987,46.58413206758031
-133.54349311121928,50.309715411768295
-129.3081430980141,54.559634265775166
-125.07279308480896,58.80955311978204
-120.83744307160381,63.05947197378891
-116.60209305839867,67.30939082779578
-112.36674304519352,71.55930968180265
-107.5162205409447,75.09094265194207
-102.66569803669589,78.6225756220815
-100.51153672665579,84.22253893002615
-98.3573754166157,89.8225022379708
-96.2032141065756,95.42246554591544
-94.0490527965355,101.02242885386009
-91.89489148649541,106.62239216180474
-89.74073017645532,112.22235546974939
-87.58656886641522,117.82231877769404
-85.43240755637513,123.42228208563868
-86.95933162906044,117.61982546139288
-88.48625570174576,111.81736883714707
-91.23057097267481,106.48175887260267
-93.97488624360386,101.14614890805827
-96.71920151453291,95.81053894351386
-99.46351678546196,90.47492897896946
-105.10656346444614,88.43629605987744
-110.74961014343032,86.39766314078541
-116.3926568224145,84.35903022169339
-122.03570350139867,82.32039730260136
-127.67875018038285,80.28176438350934
-133.32179685936703,78.24313146441732
-138.9648435383512,76.2044985453253
-144.60789021733538,74.16586562623327
-150.25093689631956,72.12723270714125
-155.89398357530374,70.08859978804922
-161.3071843619998,72.67650574517232
-166.72038514869584,75.26441170229542
-172.1335859353919,77.85231765941852
-177.54678672208794,80.44022361654162
-182.95671077191088,83.0349725013371
-186.97055165965168,87.49469013005532
-190.98439254739247,91.95440775877354
-194.99823343513327,96.41412538749177
-199.01207432287407,100.87384301620999
